CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
0.4085875,7,3.46,1,0.62,6.744,32.95,4.549,2,408,19.7,258.76,27.62,21.2
0.7493245,0.5,7.84,0,0.86,6.308,34.8,5.098,4,287,18.8,265.52,10.33,26.6
0.12464,2.25,7.11,0,0.62,6.744,36.28,5.098,4,552,19.1,321.29,42.44,19.4
0.578956,5.25,3.46,1,0.86,6.744,28.14,5.098,4,277,15.2,302.7,7.86,24.8
0.6357455,4.25,2.73,1,0.86,7.18,28.51,4.549,9,323,18.8,257.07,20.21,26.6
0.692535,1,7.11,0,0.86,7.18,23.33,5.098,1,646,17.3,306.08,42.44,17.6
0.919693,7.25,3.46,0,0.86,8.052,23.7,5.098,9,620,17,297.63,15.27,20
0.351798,0.75,9.3,1,0.86,6.744,32.95,4.549,2,588,18.5,272.28,15.27,22.4
0.238219,7.25,2.73,1,0.74,6.744,36.28,4.549,4,491,19.7,275.66,44.91,21.2
0.4085875,1.75,2.73,0,0.74,7.616,26.29,5.098,6,574,16.4,299.32,22.68,17
0.919693,3.75,4.92,1,0.62,7.616,26.29,4.8235,1,665,17.9,272.28,32.56,17.6
0.692535,2.75,6.38,0,0.62,7.18,22.22,4.8235,2,643,15.8,287.49,17.74,23.6
0.238219,3.75,9.3,1,0.86,7.616,32.95,5.098,5,451,15.2,270.59,12.8,18.2
0.6357455,3.75,8.57,1,0.86,6.744,29.25,5.098,8,291,18.8,279.04,25.15,24.2
0.351798,5.5,9.3,0,0.62,6.744,32.95,4.8235,8,593,18.2,287.49,17.74,22.4
0.4085875,4.75,9.3,0,0.74,7.18,33.69,4.549,7,363,17.3,257.07,44.91,27.2
0.692535,7.25,7.11,1,0.86,6.308,38.13,4.549,3,331,14.6,282.42,12.8,18.2
0.351798,7,7.11,1,0.74,6.744,25.92,5.098,9,551,17.9,287.49,17.74,17.6
0.8629035,4.5,7.11,0,0.62,8.052,32.21,4.549,6,639,16.4,275.66,17.74,17.6
0.806114,5.5,5.65,1,0.86,6.744,24.07,5.098,6,512,19.4,258.76,25.15,20
0.238219,2.5,5.65,1,0.74,7.18,26.66,4.549,9,537,14.6,268.9,39.97,27.8
0.7493245,5.5,3.46,0,0.62,8.052,24.44,5.098,2,361,18.2,285.8,44.91,18.2
0.578956,7.5,6.38,0,0.74,8.052,37.39,5.098,2,510,16.1,312.84,20.21,20
0.351798,6,4.19,1,0.74,7.616,36.65,4.8235,4,496,16.1,311.15,20.21,19.4
0.2950085,3,6.38,0,0.62,7.18,36.65,4.8235,5,487,14.3,289.18,10.33,27.2
0.1814295,3.25,4.92,1,0.74,8.052,27.03,5.098,5,648,19.1,312.84,7.86,20
0.6357455,6.75,7.84,1,0.62,7.18,27.4,4.549,9,650,19.7,322.98,17.74,16.4
0.8629035,4,3.46,0,0.62,8.052,21.85,5.098,8,562,19.4,312.84,30.09,17.6
0.806114,7,8.57,0,0.86,7.18,35.17,5.098,8,479,17.9,287.49,27.62,27.8
0.578956,0.75,4.19,0,0.86,7.616,38.5,4.8235,1,288,15.2,265.52,25.15,27.8
0.238219,0,4.19,0,0.86,6.744,38.5,4.8235,4,645,16.1,302.7,30.09,18.2
0.238219,4.25,6.38,1,0.62,6.308,24.44,4.549,2,406,14.6,316.22,25.15,27.2
0.12464,1,7.84,1,0.62,6.308,32.95,5.098,3,483,14.3,257.07,35.03,17.6
0.465377,1.75,6.38,0,0.62,7.616,32.95,4.549,8,289,19.4,322.98,32.56,26.6
0.578956,1,8.57,1,0.62,7.18,22.22,5.098,5,424,14.9,275.66,17.74,20
0.238219,5,4.19,0,0.74,7.616,28.51,4.8235,5,663,19.4,275.66,10.33,21.2
0.8629035,6,8.57,0,0.74,7.18,34.06,5.098,4,443,17.9,301.01,32.56,19.4
0.578956,0.25,9.3,1,0.74,6.308,29.62,5.098,3,399,17.6,317.91,25.15,17.6
0.351798,3.5,3.46,0,0.74,7.616,34.43,4.8235,2,372,15.2,322.98,10.33,16.4
0.351798,1.25,7.84,0,0.62,7.616,29.62,4.8235,7,299,17.3,290.87,12.8,21.8
0.12464,7,3.46,1,0.86,7.616,21.85,4.8235,3,610,19.4,317.91,15.27,26
0.2950085,6.75,4.19,0,0.74,8.052,27.4,4.8235,8,489,16.7,270.59,25.15,29
0.919693,6.75,9.3,0,0.86,8.052,38.13,5.098,7,384,17.6,316.22,30.09,16.4
0.2950085,1,9.3,1,0.62,7.616,28.14,5.098,5,348,16.1,324.67,42.44,20.6
0.692535,1.75,7.11,1,0.86,8.052,31.84,5.098,6,603,19.1,301.01,12.8,18.8
0.8629035,3.25,7.84,0,0.62,7.18,22.96,4.549,3,544,19.4,272.28,27.62,24.2
0.6357455,0.25,3.46,1,0.74,6.308,34.43,4.8235,5,278,16.4,285.8,10.33,20
0.578956,1.5,3.46,1,0.86,6.744,32.21,4.549,3,325,17.9,270.59,20.21,16.4
0.919693,0.5,3.46,0,0.86,7.616,29.62,4.549,8,572,17.3,307.77,22.68,18.8
0.1814295,4.25,7.11,0,0.62,8.052,33.69,4.549,1,611,16.7,306.08,27.62,23
0.1814295,6.25,8.57,0,0.86,7.616,35.91,5.098,1,582,17.3,302.7,35.03,27.2
0.8629035,2,2.73,1,0.62,7.18,24.81,4.549,5,591,17,302.7,27.62,26.6
0.12464,5.5,6.38,1,0.86,6.744,29.62,5.098,1,306,17.9,272.28,10.33,28.4
0.6357455,1.25,8.57,1,0.86,6.744,22.59,4.8235,7,315,16.1,287.49,12.8,16.4
0.919693,3.5,9.3,1,0.74,7.616,31.1,4.8235,9,356,18.8,282.42,37.5,19.4
0.238219,0.75,2.73,1,0.62,8.052,31.1,4.8235,8,660,16.7,294.25,7.86,24.8
0.2950085,1,7.11,1,0.62,8.052,31.84,5.098,5,521,14.9,317.91,12.8,20
0.2950085,7.5,7.11,1,0.74,8.052,37.02,4.549,4,627,17,265.52,10.33,29
0.351798,7.5,5.65,0,0.86,7.18,25.92,4.8235,2,652,14.3,284.11,39.97,24.2
0.578956,5.5,4.19,0,0.62,7.616,37.39,4.8235,4,461,19.4,301.01,15.27,18.2
0.8629035,7.5,3.46,0,0.74,7.18,29.99,4.8235,8,621,18.2,265.52,35.03,25.4
0.806114,0,9.3,1,0.86,6.744,35.54,5.098,2,480,14.9,302.7,12.8,18.2
0.692535,1.25,5.65,1,0.86,7.18,30.36,4.8235,4,292,17.6,282.42,35.03,16.4
0.2950085,5.25,7.84,0,0.62,7.616,27.4,5.098,5,343,15.8,312.84,35.03,20.6
0.12464,4.25,9.3,1,0.74,7.18,29.25,4.549,8,417,18.2,314.53,22.68,20.6
0.692535,3.5,2.73,0,0.74,8.052,33.32,4.8235,9,419,17.6,301.01,30.09,26.6
0.465377,3.75,2.73,0,0.62,7.616,37.39,5.098,6,630,18.8,279.04,32.56,23
0.465377,1,4.19,1,0.74,6.744,27.4,5.098,6,654,17.3,265.52,17.74,25.4
0.692535,6.75,7.84,0,0.74,7.18,25.18,4.549,8,624,16.7,295.94,10.33,22.4
0.919693,7,6.38,1,0.62,7.18,28.88,4.8235,7,501,16.4,265.52,20.21,17.6
0.5221665,4,8.57,1,0.86,7.18,38.5,4.549,9,416,17.9,273.97,25.15,24.8
0.919693,1,4.19,0,0.86,6.744,37.02,4.8235,4,620,15.2,263.83,20.21,26
0.578956,1.5,7.84,1,0.86,6.308,37.02,4.8235,5,429,16.1,263.83,39.97,18.8
0.351798,4.5,6.38,1,0.86,8.052,27.03,4.8235,5,341,17.9,262.14,27.62,20
0.692535,6.75,8.57,1,0.62,7.18,23.33,4.549,4,538,18.8,287.49,25.15,16.4
0.12464,7.25,9.3,1,0.74,6.744,28.88,4.8235,9,603,19.7,263.83,10.33,17.6
0.1814295,0.25,2.73,1,0.62,8.052,24.44,5.098,4,487,18.2,295.94,44.91,20
0.919693,7.25,7.84,0,0.86,6.744,35.91,4.8235,4,286,19.1,295.94,25.15,27.8
0.806114,4.5,6.38,1,0.62,8.052,38.13,4.8235,4,557,14.9,319.6,25.15,18.8
0.692535,0.75,7.11,0,0.74,6.308,25.92,5.098,6,379,19.7,260.45,42.44,26.6
0.12464,3.25,3.46,1,0.62,8.052,35.54,4.549,5,558,15.5,307.77,37.5,19.4
0.4085875,2,5.65,1,0.62,8.052,23.33,4.549,7,441,17,321.29,44.91,24.2
0.806114,0,2.73,0,0.86,6.744,21.85,4.8235,1,434,19.7,292.56,10.33,20.6
0.919693,5.75,4.92,0,0.74,6.308,30.36,4.8235,3,559,18.2,280.73,35.03,19.4
0.4085875,3.75,8.57,0,0.86,6.744,28.88,4.8235,3,289,15.2,267.21,42.44,20.6
0.4085875,2.75,7.11,0,0.74,7.18,29.62,5.098,4,397,16.4,284.11,12.8,21.8
0.2950085,2.75,3.46,1,0.74,8.052,32.58,4.8235,8,479,14.6,297.63,35.03,20.6
0.7493245,3.25,7.11,1,0.62,8.052,27.4,5.098,3,543,14.9,289.18,39.97,19.4
0.5221665,5.75,4.92,1,0.86,7.616,22.96,4.549,8,283,18.2,295.94,12.8,26.6
0.578956,3.25,7.84,0,0.62,7.616,34.06,5.098,6,306,17.6,314.53,22.68,29
0.692535,5.5,3.46,1,0.86,7.616,34.06,4.549,6,471,14.9,322.98,44.91,28.4
0.806114,6.25,5.65,1,0.86,8.052,24.07,4.549,8,524,19.1,319.6,25.15,27.2
0.12464,1,9.3,1,0.62,6.308,22.96,4.549,1,617,15.8,311.15,32.56,25.4
0.919693,5.25,9.3,0,0.74,8.052,38.5,4.549,1,544,15.2,302.7,35.03,26.6
0.465377,4.5,2.73,0,0.62,8.052,33.32,5.098,3,467,14.6,304.39,42.44,26
0.465377,2,3.46,1,0.74,7.18,31.47,4.8235,4,367,15.2,265.52,30.09,21.8
0.7493245,6.25,5.65,0,0.74,7.616,27.03,4.549,2,408,18.2,257.07,20.21,24.8
0.4085875,1.25,3.46,0,0.86,6.308,32.58,5.098,6,439,18.5,282.42,30.09,26.6
0.238219,7.5,7.84,0,0.74,6.308,32.21,4.8235,5,445,18.8,273.97,30.09,23.6
0.5221665,6,2.73,0,0.86,6.308,30.36,4.8235,2,656,17,285.8,35.03,21.2
0.919693,5.25,5.65,1,0.62,6.308,34.43,4.8235,3,569,18.5,262.14,17.74,21.2
0.7493245,0.25,2.73,1,0.74,8.052,29.62,5.098,6,557,15.5,294.25,27.62,28.4
0.5221665,7,6.38,1,0.86,6.744,29.99,5.098,5,515,16.7,297.63,12.8,18.8
0.351798,1.5,7.11,1,0.74,8.052,25.55,4.8235,3,642,16.1,309.46,10.33,18.2
0.5221665,3.25,4.19,0,0.74,7.616,25.55,4.8235,9,307,19.7,287.49,27.62,20
0.4085875,0.75,2.73,0,0.62,6.744,38.5,4.549,6,403,18.8,309.46,35.03,25.4
0.919693,2.5,6.38,1,0.86,8.052,35.91,4.549,4,648,16.4,297.63,32.56,27.8
0.8629035,7.5,7.84,0,0.74,8.052,34.8,4.8235,1,480,16.7,312.84,10.33,17
0.6357455,7.5,8.57,0,0.74,6.744,27.4,5.098,9,617,14.6,287.49,35.03,27.8
0.12464,7,5.65,1,0.86,7.18,21.85,5.098,3,290,19.1,260.45,37.5,16.4
0.6357455,7,3.46,0,0.74,7.616,38.5,4.8235,1,299,16.4,265.52,12.8,23.6
0.919693,4.75,7.84,1,0.62,6.744,26.66,4.8235,9,433,17.9,272.28,12.8,23.6
0.12464,0.75,7.84,0,0.86,6.744,28.51,4.8235,8,474,17.6,263.83,20.21,17.6
0.8629035,5.25,5.65,1,0.74,6.308,36.65,5.098,7,650,15.8,265.52,22.68,16.4
0.919693,2.25,4.92,0,0.74,6.744,31.47,4.8235,6,534,17,262.14,7.86,25.4
0.351798,2,8.57,1,0.62,8.052,32.21,4.8235,8,397,14.6,314.53,44.91,26
0.2950085,0,8.57,0,0.74,7.18,30.36,5.098,9,337,14.6,319.6,20.21,29
0.12464,4.75,4.92,0,0.86,6.308,23.33,4.8235,1,399,16.1,321.29,39.97,21.8
0.7493245,6.25,4.19,1,0.74,6.744,37.02,5.098,5,593,17,297.63,7.86,29
0.12464,2.25,2.73,0,0.86,7.616,32.95,4.8235,2,428,15.2,292.56,30.09,24.8
0.578956,1.5,6.38,1,0.86,7.616,27.4,4.549,4,583,19.7,304.39,37.5,20.6
0.806114,5,6.38,0,0.74,6.308,26.29,4.8235,6,582,16.4,321.29,37.5,21.2
0.351798,1.25,3.46,1,0.74,6.308,35.91,4.8235,2,520,16.1,267.21,15.27,25.4
0.1814295,5.75,7.11,0,0.62,6.744,36.28,5.098,9,419,17.3,306.08,30.09,17
0.8629035,2.5,3.46,1,0.86,8.052,29.99,4.8235,2,598,18.2,279.04,25.15,24.2
0.806114,2.5,7.84,1,0.62,6.308,22.22,5.098,8,353,15.2,289.18,20.21,18.2
0.919693,7.25,7.11,1,0.74,7.616,34.43,4.549,7,507,14.9,307.77,20.21,23.6
0.692535,3,5.65,1,0.86,6.744,22.59,5.098,4,403,15.5,277.35,30.09,26
0.8629035,5.5,9.3,0,0.86,7.18,30.73,4.8235,9,625,17.3,284.11,37.5,19.4
0.578956,1.75,4.19,1,0.74,6.308,22.22,5.098,7,451,16.7,312.84,37.5,18.8
0.2950085,2,4.92,1,0.74,7.18,31.47,4.8235,3,367,19.1,273.97,30.09,26
0.692535,7.25,7.11,0,0.62,8.052,26.29,5.098,1,457,17.6,285.8,22.68,21.8
0.8629035,4.5,3.46,1,0.62,7.616,25.18,5.098,2,379,17.6,306.08,10.33,21.2
0.806114,7,9.3,1,0.86,6.744,25.92,4.8235,8,425,15.8,257.07,7.86,27.2
0.8629035,6.5,2.73,0,0.74,8.052,29.62,5.098,4,359,17.9,263.83,37.5,18.8
0.4085875,3.5,9.3,0,0.62,6.308,24.81,5.098,4,291,14.3,273.97,17.74,23.6
0.465377,4.75,4.92,0,0.62,7.616,28.51,4.549,7,389,17.9,290.87,10.33,18.8
0.806114,0.75,2.73,0,0.86,7.18,30.73,5.098,2,308,17.3,287.49,30.09,24.8
0.12464,4.75,7.11,1,0.62,6.744,30.36,4.8235,3,508,14.9,319.6,17.74,16.4
0.12464,1,7.84,0,0.62,6.744,31.1,5.098,7,487,17,294.25,32.56,25.4
0.238219,4,2.73,1,0.74,6.744,34.43,5.098,1,297,17.3,311.15,44.91,25.4
0.578956,6,7.11,1,0.86,7.616,28.51,5.098,1,558,16.4,290.87,17.74,26.6
0.578956,2,6.38,1,0.74,6.744,33.32,5.098,5,565,18.2,314.53,35.03,20
0.2950085,1.5,9.3,0,0.86,6.308,27.77,5.098,4,607,17.3,307.77,15.27,16.4
0.806114,1,3.46,0,0.86,7.18,37.76,4.8235,2,363,17.6,322.98,15.27,18.2
0.12464,6.75,6.38,1,0.86,7.18,27.4,4.549,6,383,18.8,302.7,17.74,27.2
0.465377,1.25,3.46,0,0.62,6.308,36.65,4.549,8,591,19.4,272.28,37.5,18.2
0.806114,3.25,7.11,1,0.86,6.744,29.99,4.549,3,338,14.6,280.73,27.62,18.8
0.238219,7.25,7.11,0,0.86,7.616,22.96,4.8235,5,504,14.9,275.66,39.97,18.8
0.919693,5,6.38,1,0.86,6.308,28.88,4.549,5,398,17,258.76,35.03,24.2
0.8629035,6.25,7.84,1,0.62,8.052,29.25,4.549,7,638,15.5,282.42,30.09,22.4
0.806114,3.5,4.92,0,0.86,7.18,38.13,5.098,7,612,19.4,322.98,37.5,20.6
0.6357455,6.75,4.19,1,0.62,6.744,27.77,4.8235,2,550,15.2,322.98,37.5,18.2
0.692535,5.25,7.84,0,0.62,6.744,27.03,4.549,7,498,19.7,294.25,30.09,25.4
0.465377,0.5,4.92,1,0.62,6.308,24.44,4.8235,9,568,19.1,316.22,30.09,29
0.6357455,7.5,3.46,0,0.86,8.052,22.96,4.8235,9,370,16.1,289.18,17.74,24.2
0.2950085,5,3.46,1,0.62,7.616,26.66,4.549,4,646,17.3,319.6,7.86,17.6
0.7493245,7.5,7.11,1,0.74,7.616,37.76,4.549,7,604,15.5,282.42,17.74,23
0.351798,1.25,2.73,1,0.74,7.18,37.39,5.098,5,513,14.3,316.22,22.68,20.6
0.12464,2.5,7.84,1,0.86,7.616,22.96,4.8235,1,378,18.5,275.66,30.09,24.2
0.806114,1.5,2.73,0,0.74,8.052,30.73,4.8235,5,382,17,275.66,10.33,22.4
0.806114,0.25,7.84,1,0.74,6.744,23.33,4.8235,2,634,16.7,260.45,27.62,29
0.351798,4,4.92,1,0.62,6.744,32.21,5.098,3,629,16.4,322.98,20.21,20.6
0.8629035,4.5,6.38,0,0.86,6.744,34.06,5.098,4,566,16.1,275.66,37.5,28.4
0.351798,3.75,8.57,1,0.86,7.18,29.99,5.098,3,603,18.5,289.18,42.44,24.8
0.806114,7.25,6.38,0,0.86,6.308,34.43,4.8235,2,622,15.5,324.67,17.74,21.8
0.6357455,0,8.57,1,0.86,6.308,31.1,4.549,6,310,18.8,263.83,7.86,18.8
0.5221665,4.75,7.84,1,0.62,8.052,28.14,4.8235,8,314,14.9,272.28,22.68,21.8
0.238219,5.75,4.19,1,0.62,7.616,27.4,5.098,9,412,16.7,257.07,39.97,16.4
0.578956,2,9.3,0,0.62,6.744,35.17,4.8235,4,617,14.9,304.39,12.8,18.8
0.806114,5,3.46,1,0.86,6.744,24.44,5.098,7,318,18.5,263.83,39.97,21.8
0.465377,3,5.65,1,0.62,7.616,34.43,5.098,2,605,17,282.42,12.8,29
0.8629035,0,4.92,1,0.86,7.616,25.55,5.098,6,599,16.4,287.49,12.8,24.8
0.351798,1,4.92,0,0.62,6.308,31.1,4.8235,8,575,19.4,317.91,37.5,28.4
0.6357455,4.75,7.11,0,0.86,6.744,37.39,4.8235,1,614,17,263.83,25.15,19.4
0.8629035,4,2.73,1,0.62,7.616,28.88,4.549,9,550,19.7,282.42,15.27,29
0.7493245,4.75,7.84,1,0.74,7.616,34.43,4.549,4,291,14.9,316.22,35.03,20
0.578956,6.75,5.65,0,0.74,7.616,34.06,4.8235,6,373,17,312.84,15.27,21.8
0.692535,2,2.73,1,0.86,6.744,25.92,4.8235,5,637,19.7,285.8,10.33,19.4
0.6357455,2.5,9.3,1,0.74,7.616,27.77,4.549,8,390,16.1,270.59,22.68,20
0.12464,0,8.57,1,0.74,6.744,38.5,5.098,9,425,17.6,299.32,37.5,29
0.4085875,3.5,5.65,1,0.74,6.744,37.02,4.549,7,505,19.4,312.84,22.68,26.6
0.1814295,1.75,6.38,0,0.62,7.18,22.96,4.549,5,492,15.5,322.98,32.56,24.8
0.2950085,1.25,6.38,0,0.74,8.052,30.73,5.098,5,303,19.1,311.15,7.86,17.6
0.465377,1.75,6.38,0,0.74,6.744,34.8,4.549,9,516,15.5,289.18,25.15,21.8
0.465377,3.5,7.84,0,0.86,7.18,32.21,4.549,2,451,17,263.83,42.44,29
0.7493245,3.25,3.46,1,0.62,7.616,27.4,4.8235,5,296,15.8,295.94,12.8,21.2
0.12464,6.25,9.3,1,0.74,6.744,37.02,4.8235,3,372,19.7,270.59,10.33,26.6
0.351798,5.25,2.73,0,0.62,7.18,36.65,4.8235,7,489,15.2,263.83,17.74,17
0.351798,4,7.11,1,0.62,7.616,25.18,4.8235,9,551,14.3,302.7,44.91,20
0.6357455,6.25,4.19,0,0.74,8.052,27.03,4.8235,2,570,14.6,263.83,17.74,17
0.7493245,0.5,6.38,1,0.86,8.052,24.81,5.098,2,613,14.9,297.63,7.86,26.6
0.351798,2.5,7.11,1,0.74,6.308,29.25,5.098,5,666,17.6,321.29,15.27,28.4
0.8629035,5.75,5.65,1,0.86,8.052,29.25,5.098,9,338,14.9,263.83,44.91,21.2
0.465377,5.25,7.11,1,0.86,6.308,31.47,4.8235,3,651,18.8,317.91,37.5,20.6
0.919693,4.75,4.92,1,0.74,6.308,27.77,4.549,1,416,15.8,277.35,30.09,20
0.5221665,4.75,8.57,0,0.62,6.744,32.95,4.8235,3,548,15.8,285.8,7.86,21.8
0.7493245,4.25,6.38,1,0.62,6.744,34.8,4.8235,6,424,17,287.49,27.62,21.2
0.5221665,3.25,3.46,0,0.74,6.308,30.73,5.098,9,546,17.9,292.56,10.33,21.8
0.238219,0.75,3.46,1,0.62,7.616,33.32,4.549,2,495,18.2,302.7,15.27,17
0.578956,4.25,9.3,1,0.62,7.18,21.85,4.8235,6,546,17.3,319.6,39.97,27.2
0.578956,1.25,3.46,1,0.86,7.18,24.44,4.8235,5,520,19.1,307.77,22.68,17.6
0.806114,5.25,4.92,0,0.74,6.308,27.4,5.098,5,326,15.2,301.01,44.91,27.8
0.6357455,5.25,4.92,0,0.74,6.744,24.44,4.8235,5,379,17.6,284.11,20.21,22.4
0.578956,2.75,6.38,0,0.86,7.18,25.55,5.098,5,521,15.5,312.84,35.03,24.8
0.238219,2,5.65,0,0.62,6.308,29.99,5.098,9,657,19.1,302.7,22.68,21.2
0.238219,4,8.57,1,0.74,7.616,30.36,4.8235,7,609,18.5,290.87,27.62,28.4
0.6357455,1.75,8.57,0,0.62,6.308,33.69,4.549,7,295,18.5,280.73,17.74,20.6
0.919693,6.75,6.38,1,0.62,6.744,24.81,5.098,4,534,17,316.22,10.33,16.4
0.465377,5,2.73,1,0.86,6.744,36.65,4.549,1,633,15.8,272.28,15.27,20
0.5221665,6,7.11,1,0.62,6.308,28.88,5.098,4,637,14.6,299.32,20.21,27.2
0.578956,4,2.73,0,0.86,8.052,28.51,4.8235,9,342,17.6,275.66,17.74,25.4
0.692535,1.5,5.65,1,0.74,7.18,37.02,5.098,9,506,18.2,295.94,35.03,27.2
0.4085875,0.5,8.57,0,0.62,7.18,36.65,5.098,8,379,15.2,290.87,30.09,17
0.919693,0.75,4.92,1,0.86,8.052,36.65,4.8235,7,350,15.8,301.01,22.68,26
0.1814295,1.25,6.38,0,0.74,6.744,27.03,4.8235,2,314,16.1,317.91,12.8,24.2
0.6357455,4,6.38,0,0.86,7.18,35.54,4.8235,4,565,18.8,258.76,44.91,21.8
0.919693,3.5,2.73,1,0.74,7.18,30.36,5.098,4,519,15.2,282.42,7.86,22.4
0.12464,4.5,7.84,0,0.62,7.616,33.32,4.549,9,650,16.1,285.8,42.44,20
0.1814295,0.75,7.84,1,0.62,6.744,35.54,5.098,5,510,17,273.97,10.33,18.2
0.578956,5.75,7.11,0,0.62,7.616,33.32,4.8235,2,468,15.2,268.9,42.44,21.2
0.2950085,3.25,9.3,1,0.62,8.052,34.8,4.8235,4,607,14.6,265.52,15.27,29
0.1814295,1.75,4.19,1,0.86,7.18,37.39,4.549,8,289,18.8,297.63,27.62,18.8
0.8629035,3.75,9.3,0,0.86,7.616,28.51,5.098,8,569,19.4,262.14,17.74,27.2
0.1814295,2,5.65,0,0.62,7.616,24.81,5.098,9,549,17.9,322.98,20.21,24.8
0.351798,3.75,2.73,1,0.62,7.616,34.8,5.098,8,549,19.1,279.04,44.91,18.8
0.6357455,0,6.38,0,0.62,8.052,34.43,5.098,9,413,16.1,263.83,20.21,21.8
0.351798,0,4.19,0,0.86,8.052,31.84,5.098,8,579,19.7,289.18,27.62,22.4
0.806114,4,7.84,0,0.86,6.308,32.58,4.8235,1,541,17.9,284.11,30.09,21.2
0.692535,7.25,4.92,0,0.86,6.744,37.39,5.098,4,353,19.7,257.07,12.8,23
0.6357455,4.25,6.38,1,0.86,6.308,33.32,4.549,5,381,17.3,299.32,32.56,26.6
0.5221665,7.25,8.57,1,0.86,8.052,28.14,5.098,6,359,16.4,319.6,25.15,19.4
0.6357455,0.75,2.73,0,0.86,6.744,30.73,4.8235,7,523,18.5,294.25,20.21,21.2
0.6357455,2.75,4.19,1,0.62,7.18,22.96,4.8235,8,281,17,268.9,12.8,20.6
0.578956,7.5,2.73,1,0.86,6.744,24.81,4.8235,6,596,19.1,311.15,35.03,24.2
0.692535,6,4.19,1,0.86,6.308,34.43,4.549,5,418,19.7,295.94,15.27,27.8
0.806114,2,7.84,0,0.62,6.308,28.88,5.098,7,366,17.6,317.91,20.21,29
0.8629035,6.5,7.11,0,0.74,6.744,32.58,4.549,8,656,16.1,260.45,39.97,21.2
0.5221665,5,8.57,0,0.86,6.308,26.66,4.8235,2,499,19.4,279.04,35.03,23
0.5221665,0.75,5.65,1,0.74,7.616,33.32,4.549,4,353,15.8,321.29,32.56,21.8
0.465377,3.75,7.84,0,0.86,8.052,35.17,4.8235,2,593,18.8,279.04,44.91,27.8
0.4085875,0.5,3.46,1,0.74,7.616,25.55,4.8235,4,603,17.9,258.76,25.15,20
0.12464,2.25,6.38,1,0.74,8.052,36.65,4.8235,7,356,15.8,284.11,27.62,17
0.1814295,7.5,7.84,1,0.62,6.744,37.02,4.549,3,619,19.1,292.56,10.33,25.4
0.578956,4.75,7.84,0,0.74,7.616,33.32,4.549,1,363,15.2,279.04,10.33,22.4
0.4085875,0.75,7.84,0,0.74,6.308,37.39,4.549,2,372,14.9,272.28,17.74,20.6
0.465377,4.5,3.46,0,0.74,8.052,25.92,4.8235,1,293,16.4,307.77,15.27,26.6
0.2950085,5,2.73,1,0.86,7.616,29.25,4.549,1,308,16.1,272.28,25.15,23
0.5221665,3.25,4.19,0,0.86,7.18,27.77,5.098,3,524,15.5,262.14,12.8,19.4
0.12464,4.25,5.65,1,0.74,7.18,35.54,4.549,1,505,15.8,304.39,10.33,26.6
0.12464,3,3.46,1,0.74,7.616,24.44,4.8235,4,393,17.6,265.52,35.03,17
0.351798,2.75,7.84,1,0.62,8.052,31.1,4.549,7,666,16.1,304.39,25.15,18.8
0.4085875,6.25,4.19,1,0.74,8.052,37.39,5.098,8,514,18.5,282.42,20.21,29
0.238219,6.75,3.46,1,0.62,6.744,22.59,4.549,9,516,18.2,299.32,37.5,22.4
0.12464,6.25,9.3,0,0.86,7.616,24.81,4.549,7,317,19.1,311.15,25.15,16.4
0.12464,5.5,8.57,1,0.86,6.308,24.81,4.549,7,381,19.1,306.08,17.74,18.8
0.465377,4,8.57,0,0.74,6.308,33.32,5.098,7,354,14.9,304.39,20.21,20
0.238219,2.5,5.65,0,0.86,6.744,25.55,4.8235,2,373,15.8,312.84,25.15,21.2
0.465377,2.5,5.65,1,0.86,7.18,25.18,5.098,3,430,18.2,284.11,12.8,19.4
0.1814295,0,7.84,0,0.86,6.744,27.03,5.098,6,396,17.9,306.08,12.8,26
0.1814295,1.25,6.38,0,0.86,7.18,24.07,4.549,9,492,18.8,312.84,32.56,17
0.465377,1.75,9.3,0,0.86,8.052,30.36,5.098,1,369,17.3,275.66,22.68,28.4
0.919693,0.25,4.92,1,0.62,7.616,26.66,5.098,8,654,18.8,301.01,42.44,17
0.806114,2.25,7.84,0,0.62,7.18,28.14,5.098,6,393,18.5,301.01,42.44,16.4
0.12464,3,2.73,0,0.74,7.616,37.39,5.098,7,297,17.3,282.42,32.56,27.8
0.6357455,6.25,7.11,1,0.74,7.616,27.4,4.8235,3,457,15.2,321.29,30.09,21.2
0.7493245,3,4.92,0,0.86,7.18,24.07,4.549,9,279,15.2,314.53,12.8,27.2
0.351798,1.5,6.38,1,0.86,8.052,25.18,4.549,4,601,18.2,257.07,12.8,29
0.2950085,3.75,9.3,1,0.74,6.744,33.69,4.8235,3,502,17,263.83,42.44,17.6
0.5221665,1.25,7.11,1,0.86,7.18,30.36,4.549,9,349,16.4,321.29,42.44,27.2
0.919693,3,4.19,0,0.86,8.052,29.62,4.8235,5,285,18.5,275.66,30.09,21.2
0.806114,1.75,5.65,1,0.74,7.616,34.8,4.549,2,527,17,290.87,25.15,24.8
0.1814295,1.75,7.84,1,0.86,8.052,37.02,4.549,2,464,14.6,267.21,10.33,22.4
0.1814295,3.25,2.73,0,0.74,7.18,30.36,4.8235,5,446,14.6,284.11,42.44,20.6
0.12464,0.5,7.11,1,0.62,6.744,35.91,4.8235,6,484,19.7,279.04,37.5,28.4
